mp_3099					
first_init					
init					
bossfirst					
0x1068	0xCE	Objective		Out of our way! Nayuta, let's finish it together!	
0xd737	0x98	NOI	#6A	But, that said, I wonder why the idols	mp_1099 0xe1bf
				went berserk in the first place.	
0xd7b1	0x06	NOI		ANI_GESTURE1	
0xd7da	0x98	NOI	#6A	They were way more powerful	mp_1099 0xe262
				than normal. It's almost as if	
				something was controlling them...	
0xd851	0x98	NOI	#6A	And they attacked us deliberately...	mp_1099 0xe2d9
				Maybe I'm just overthinking this.	
0xd8c6	0x06	ALTO		ANI_GESTURE2	
0xd8f0	0x98	ALTO		...There's only one explanation.	mp_1099 0xe378
0xd93b	0x6B	NOI		Surprise	
0xd990	0x06	ALTO		ANI_LOOK_AROUND	
0xd9bd	0x98	ALTO		You're all here, right?	mp_1099 0xe445
				Can you show yourselves?	
0xda22	0x06	NOI		ANI_THINK	
0xda48	0x98	NOI	#6A	All...?	mp_1099 0xe4d0
0xda8c	0x41	None	#1W#2E#310c	...Gahaha, you're still a clever boy..#0E	mp_1099 0xe514
0xdd44	0x6B	NOI		Exclamation	
0xdd6d	0x06	NOI		ANI_SURPRISE	
0xdd9e	0x06	ALTO		ANI_OJIGI	
0xddd3	0x98	ALTO	#6A	Geo, Erisette,	mp_1099 0xe85b
				Algol and Nemeas...	
				It's been a while.	
0xde35	0x06	Gio		ANI_GESTURE2	
0xde5e	0x98	Gio		Hmm, it has. It is good to see you again.	mp_1099 0xe8e6
0xdeae	0x06	Erislet		ANI_GESTURE1	
0xdedb	0x98	Erislet		Hehe, it's been a year.	mp_1099 0xe963
				How have you two been?	
0xdf33	0x06	NOI		ANI_COMPLAIN	
0xdf5c	0x98	NOI	#6A	Y-You guys are...the wardens	mp_1099 0xe9e4
				of the continents!?	
0xdfaf	0x98	NOI	#6A	The wardens were supposed	mp_1099 0xea37
				to have disappeared during	
				the events a year ago...	
0xe026	0x06	Algorl		ANI_NOD	
0xe04d	0x98	Algorl		Yes, after what took place in the	mp_1099 0xead5
				Star Capital, we did disappear.	
0xe0ac	0x98	Algorl		When Nayuta and Noi defeated the supreme idols,	mp_1099 0xeb34
				we were relieved of our duties.	
0xe134	0x06	Nemeas		ANI_TALK	
0xe15c	0x98	Nemeas		However, as a result of recent abnormalities,	mp_1099 0xebe4
				it seems our souls were resurrected along with	
				the idols of the four continents.	
0xe1f1	0x98	Nemeas		We have now been assimilated into the continents	mp_1099 0xec79
				we used to oversee, and continue to monitor the	
				well-beings of their ecosystems.	
0xe287	0x06	Nemeas		ANI_WAIT	
0xe2b7	0x98	ALTO	#6A	So that's what happened...	mp_1099 0xed3f
				Haha, so you guys have become	
				like gods now too, huh?	
0xe325	0x06	ALTO		ANI_THANKS	
0xe34d	0x98	ALTO	#6A	But it's nice to be able to see you	mp_1099 0xedd5
				again under such circumstances.	
0xe3a3	0x06	Erislet		ANI_DENY	
0xe3cc	0x98	Erislet		Before, we disappeared without	mp_1099 0xee54
				saying goodbye... Sorry.	
0xe434	0x98	Gio		We did not wish to place an unnecessary	mp_1099 0xeebc
				burden in your minds before facing off	
				against a mighty foe. Please, forgive us.	
0xe4c1	0x06	ALTO		ANI_SCRATCH_HEAD	
0xe4ef	0x98	ALTO	#6A	Ahaha, there's nothing to forgive...	mp_1099 0xef77
				I'd rather thank you.	
0xe559	0x98	ALTO	#6A	Even the idols going berserk...	mp_1099 0xefe1
				It was all a test for us, wasn't it?	
0xe5d3	0x06	Algorl		ANI_NOD	
0xe5fa	0x98	Algorl		Yes... We are aware of all that	mp_1099 0xf082
				has happened on Terra so far.	
0xe669	0x98	Algorl		We thought we should offer one	mp_1099 0xf0f1
				last bit of help to you in order	
				to save those two Mitos.	
0xe6df	0x06	NOI		ANI_GESTURE1	
0xe708	0x98	NOI	#6A	Th-Thank you very much...	mp_1099 0xf190
0xe74a	0x06	Nemeas		ANI_GESTURE2	
0xe776	0x98	Nemeas		Noi... I understand that you are a new	mp_1099 0xf1fe
				Noi and have no recollection of the past.	
0xe7da	0x98	Nemeas		I know you may have doubts, but...	mp_1099 0xf262
				even so, you are still Noi.	
0xe840	0x06	Nemeas		ANI_NOD	
0xe867	0x98	Nemeas		Together with Nayuta, I am certain	mp_1099 0xf2ef
				you are capable of saving Lady	
				Creha and Lord Cygna.	
0xe90c	0x98	NOI	#6A	Y-Yeah!	mp_0004 0x64d8
0xe93d	0x06	Gio		ANI_THINK	
0xe963	0x98	Gio		Hmm, and yet... Noi's polite	mp_1099 0xf3eb
				manner of speaking does not	
				quite feel right.	
0xe9bb	0x06	Gio		ANI_WAIT	
0xe9e8	0x06	Erislet		ANI_LAUGH	
0xea12	0x98	Erislet		Yes, that's true.	mp_1099 0xf49a
				It does feel strange.	
0xea67	0x98	Erislet		The old Noi would never have	mp_1099 0xf4ef
				been able to be so courteous.	
0xeae9	0x6B	NOI		Unknown	
0xeb44	0x98	NOI	#6A	I-Is that so...?	mp_1099 0xf5cc
0xeb9b	0x06	ALTO		ANI_GESTURE2	
0xebc5	0x98	ALTO	#6A	Ahaha, the old Noi was	mp_1099 0xf64d
				much more abrasive.	
0xec13	0x98	ALTO	#6A	Well, as the current Noi, you	mp_1099 0xf69b
				haven't met any of us before,	
				so I suppose it's understandable. 	
0xec8b	0x06	Gio		ANI_GESTURE2	
0xecb4	0x98	Gio		Even if just for a lark, idol of the Astrolabe...	mp_1099 0xf73c
				How about acting more dignified this time around?	
0xed4b	0x98	Gio		Feel free to imitate me	mp_1099 0xf7d3
				if you'd like. Or Algol.	
0xedb3	0x06	Algorl		ANI_DENY	
0xeddb	0x98	Algorl		...Given our genders, perhaps using	mp_1099 0xf863
				Nemeas would be more appropriate.	
0xee4e	0x06	Erislet		ANI_SURPRISE	
0xee7b	0x98	Erislet		Q-Quit it with the	mp_1099 0xf903
				sarcastic remarks, Algol!	
0xeebe	0x06	Erislet		ANI_COMPLAIN	
0xeeeb	0x98	Erislet		I mean, that's my job!	mp_1099 0xf973
0xef37	0x6B	NOI		Sweatdrop	
0xef68	0x06	NOI		ANI_DEJECTED	
0xef91	0x98	NOI	#6A	Whatever the case may be,	mp_1099 0xfa19
				I refrain from commenting...	
0xefec	0x06	ALTO		ANI_LAUGH	
0xf013	0x98	ALTO	#6A	Haha...	mp_0001c 0x5727
0xf054	0x06	Nemeas		ANI_LAUGH	
0xf08b	0x98	Nemeas	#2W	Hehe... These are the kind of	mp_1099 0xfb13
				silly moments I wish we could	
				continue to have forever.	
0xf2a8	0x6B	ALTO		Exclamation	
0xf2da	0x6B	NOI		Exclamation	
0xf30b	0x06	ALTO		ANI_COMPLAIN	
0xf343	0x98	ALTO	#1W#6A	Everyone...!?	mp_1099 0xfdcb
0xf38c	0x06	Nemeas		ANI_GESTURE1	
0xf3c6	0x98	Nemeas	#0W	Having been assimilated to the continent,	mp_1099 0xfe4e
				our sole mission is to monitor it.	
0xf46b	0x98	Nemeas	#4A	We will no longer be able to	mp_1099 0xfef3
				meet with you guys after this.	
0xf4d5	0x98	NOI	#1W#6A	Oh...	mp_0101 0x1ff08
0xf507	0x06	ALTO		ANI_DEJECTED	
0xf53f	0x98	ALTO	#2W#6A	Is that so...? We'll definitely miss you.	mp_1099 0xffc7
0xf585	0x06	Gio		ANI_GESTURE2	
0xf5bc	0x98	Gio	#0W	Heheh, I'm sorry to say this, but...	mp_1099 0x10044
				it is unavoidable.	
0xf637	0x98	Gio	#6A	We will always be watching over you.	mp_1099 0x100bf
				Be sure to do your part well.	
0xf6a5	0x06	Erislet		ANI_NOD	
0xf6db	0x98	Erislet	#1W	Lady Creha and Lord Selam	mp_1099 0x10163
				are waiting for you.	
0xf743	0x98	Erislet	#1W	And for our duties,	mp_1099 0x101cb
				wish us luck!	
0xf7ad	0x98	NOI	#1W#6A	Ms. Erisette...	mp_1099 0x10235
0xf7eb	0x06	NOI		ANI_DENY	
0xf81e	0x98	NOI	#2W#6A	...No, Eris...	mp_1099 0x102a6
				Thank you.	
0xf871	0x06	Nemeas		ANI_GESTURE1	
0xf89d	0x98	Nemeas	#1W	Finally overcoming these abnormalities	mp_1099 0x10325
				will mark a new page in Terra's history.	
0xf92c	0x98	Algorl	#3W	...Before we go, I will	mp_1099 0x103b4
				grant physical form to	
				our remaining powers...	
0xf99b	0x98	Algorl	#1W	Please, accept it.	mp_1099 0x10423
0xf9da	0x06	Gio		ANI_USE_POWER	
0xfa04	0x06	Erislet		ANI_USE_POWER	
0xfa32	0x06	Algorl		ANI_USE_POWER	
0xfa5f	0x06	Nemeas		ANI_USE_POWER	
0xfd30	0x06	ALTO		ANI_HANDOVER1	
0xfdd1	0x40	UNDEF		Received a giant crystal.	mp_1099 0x10859
0xfe13	0xC1	System		obtained.	mp_0000 0x7558
0xfe96	0xC1	System		received.	mp_0000 0x12596
0xff3c	0x06	ALTO		ANI_WAIT	
0xff80	0x06	Gio		ANI_WAIT	
0xffa5	0x06	Erislet		ANI_WAIT	
0xffce	0x06	Algorl		ANI_WAIT	
0xfff6	0x06	Nemeas		ANI_WAIT	
0x10078	0x3F	Name		Wardens	mp_1099 0x10b00
0x10095	0x98	ALTO	#2W#240x#100y#N#2W	We leave the rest up to you.	mp_1099 0x10b1d
				You brave little ones...	
0x10364	0x6B	ALTO		Ellipsis	
0x10396	0x6B	NOI		Ellipsis	
0x103ef	0x06	ALTO		ANI_THANKS	
0x10417	0x98	ALTO		Everyone... We'll take care of it.	mp_1099 0x10e9f
0x10496	0x98	NOI	#6A	Let's get ready for the	mp_1099 0x10f1e
				final battle, Nayuta...	
0x10504	0x06	NOI		ANI_GUTSPOSE	
0x1052d	0x98	NOI	#6A	And save Lady Creha and Lord Cygna!	mp_1099 0x10fb5
0x105b0	0x06	ALTO		ANI_NOD	
0x105d5	0x98	ALTO		Yeah!	mp_0001 0x1174e
0x10636	0x07	System	#3C	Quest [Crush the Four Idols] completed!	mp_1099 0x110be
EV_3_S15_temple3_top					
0x10ac9	0x06	ALTO		ANI_LOOK_AROUND	
0x10b15	0x06	NOI		ANI_LOOK_AROUND	
0x10b41	0x98	ALTO		So this is the summit...?	
0x10b7e	0x98	ALTO		It seems eerily quiet.	
0x10be8	0x98	NOI	#6A	This time around Zext and	
				everyone else are already gone...	
0x10c37	0x98	NOI	#6A	The altar is just up ahead...	
				Don't let your guard down.	
0x10cb9	0x06	ALTO		ANI_NOD	
0x10cde	0x98	ALTO		Yeah, let's stay focused.	
SB_3_S16_noi_move					
0x10e2f	0x6B	NOI		Unknown	
SB_3_S16_alto_move					
0x10e9c	0x6B	ALTO		Unknown	
SB_3_S16_alto_move2					
0x10f52	0x06	ALTO		ANI_STEP_F	
0x10f82	0x06	ALTO		ANI_TENSION_WAIT	
SB_3_S16_noi_move2					
EV_3_S16_boss_battle					
0x1127f	0x6B	ALTO		Surprise	
0x112b1	0x6B	NOI		Surprise	
0x1139e	0x98	NOI		There it is...	
				The Master Gear of Wind!	
0x113ed	0x98	ALTO		Thank goodness... We found it!	
0x114ce	0x06	ALTO		ANI_WAIT4	
0x114f5	0x98	ALTO	#6A	They really did just	
				leave it behind again...	
0x1153b	0x98	ALTO	#6A	It's just as Selam said.	
0x11597	0x6B	ALTO		Surprise	
0x11685	0x06	ALTO		ANI_THINK2	
0x116b5	0x98	ALTO	#6A	Oh, by the way...	
				What's that on the	
				wall back there?	
0x11708	0x98	ALTO	#6A	Looks like some kind of mural...	
0x11775	0x98	NOI	#6A	That's a depiction of	
				the people of Mitos.	
0x117bd	0x98	NOI	#6A	The light in the middle	
				is astral power, the	
				source of all life.	
0x11828	0x98	NOI	#6A	With that power, the two people on	
				each side are guiding the world...	
0x1188b	0x06	ALTO		ANI_SURPRISE	
0x118b5	0x98	ALTO	#6A	Guiding the world, huh?	
				And you also said that	
				they created Terra...	
0x11919	0x98	ALTO	#6A	They're almost like what we would	
				call 'gods' back in my world.	
0x1198e	0x98	NOI	#0W#6A#12S	...Because they are...	
0x11a26	0x98	ALTO	#6A	Huh, what did you say?	
0x11ab3	0x06	NOI		ANI_DENY	
0x11ad8	0x98	NOI	#6A	...I-It's nothing.	
0x11b09	0x98	NOI	#6A	Anyway... let's go collect the	
				Master Gear now, shall we?	
0x11b63	0x06	ALTO		ANI_NOD	
0x11b88	0x98	ALTO	#6A	...Yeah, let's go.	
0x11bb9	0x98	ALTO	#6A	Now we can revive the Yupina	
				Grass and save my sister─	
0x11c52	0x6B	ALTO		Surprise	
0x11c7c	0x6B	NOI		Surprise	
0x11e4e	0x98	ALTO	#16S	What...!?	mp_1100 0x4966
0x11e83	0x98	NOI	#16S	The altar...!	
0x11f7d	0x06	e150_0		ANI_FLY	
0x12026	0x06	e150_0		ANI_TYAKUTI	
0x120a4	0x6B	ALTO		Exclamation	
0x120ce	0x06	ALTO		ANI_SURPRISE_WEAK	
0x120fd	0x6B	NOI		Exclamation	
0x1212e	0x98	ALTO	#6A	Tch. A monster!?	
0x12182	0x06	e150_1		ANI_FLY	
0x1222b	0x06	e150_1		ANI_TYAKUTI	
0x122ab	0x06	e150_2		ANI_FLY	
0x12354	0x06	e150_2		ANI_TYAKUTI	
0x12387	0x98	NOI		I-It can't be...! It's...	
0x12429	0x06	b002		ANI_BEFORE	
0x125f8	0x06	b002		ANI_APPEAR0	
0x126b2	0x98	NOI	#1W#18S	The idol of Heimmel!	
0x126fa	0xBC	ALTO		Exclamation	
0x12746	0x98	ALTO	#1W#16S#8M	Watch out!	
0x1278e	0x06	b002		ANI_APPEAR2	
0x12a69	0x98	ALTO	#1W#6A	Damn... Did Selam set	
				this up as a trap!?	
0x12ae2	0x98	NOI	#0W#6A	Let's do this, Nayuta!	
0x12b1f	0x06	NOI		ANI_GUTSPOSE	
0x12b56	0x98	NOI	#0W#6A	To get the Master Gear back...	
				And save your sister!	
0x12bb9	0x06	ALTO		ANI_KEN_WO_KAMAERU_C	
0x12bf9	0x98	ALTO	#1W#16S#6A	All right!	
0x12c60	0x06	b002		ANI_APPEAR4	
0x12cc9	0x06	PLAYER1		ANI_WAIT	
0x12cf2	0x06	PLAYER2		ANI_WAIT	
EV_3_S17_get_gear_3rd					
0x1329e	0x06	NOI		ANI_GOODIDEA	
0x132cf	0x98	NOI	#6A	We did it...	
				It's the Master	
				Gear of Wind!	
0x1343b	0x06	NOI		ANI_REMOVE	
0x134bb	0x06	komono05		ANI_STOP	
0x135ef	0xC1	System		obtained.	mp_0000 0x7558
0x1379e	0x06	ALTO		ANI_JOY	
0x137c3	0x40	ALTO	#6A	With this Master Gear, we should be	
				able to restore the Yupina Grass!	
0x13826	0x40	NOI		Yeah, I'm sure of it!	
0x138cf	0x06	NOI		ANI_TAKE_OUT_END	
0x139ea	0x98	NOI		Quick, let's change the	
				continent's climate back to	
				normal with the Astrolabe!	
0x13a5a	0x06	ALTO		ANI_NOD	
0x13a7f	0x98	ALTO	#6A	Yeah... Let's go back to the garden!	
EV_4_S21_release_seal_m					
